text,true_label,emotional_rae_prediction,emotional_rae_response,dominant_emotion,emotion_intensity,inference_time
Did you know ObamaCare will cost nearly twice as much as initially expected -- $1.8 TRILLION?,1,0,"REAL
REASONING: Based on the given text material, it appears that the statement ""Did you know ObamaCare will cost nearly twice as much as initially expected — $1.8 TRILLION?"", which was analyzed using the same framework as described above, is likely a real claim due to its strong emotional context and high anger score. The statement's use of fear-mongering language and mention of job losses suggests that it may be related to the passage about the potential impact of Obamacare on the economy. Additionally, the statement's use of the word ""adds"" suggests that there could be additional costs associated with implementing the law. However, further analysis of the text material would be necessary to fully understand the full implications of these claims.",anger,0.832344944,5.06038022
A couple of hundred American cities are infested by members of the Mexican cartels.,0,0,"Real
REASONING: The statement ""A couple of hundred American cities are infested by members of the Mexican cartels"" contains high anger/fear combined with moderate intensity, which indicates that it is likely to be a factual report rather than a fake news piece. This is supported by the fact that the statement has a neutral emotional profile and no other notable manipulation tactics. Additionally, the statement's similarity to other similar training examples suggests that it may not be a deliberately false claim but rather reflects a natural phenomenon.",joy,0.463056979,3.590740442
Social Security took seven years before anybody got the first check.,1,0,"Real
REASONING: 
The statement ""Social Security took seven years before anybody got the first check"" has a strong negative emotion score of anger (0.85), which suggests that it contains inflammatory misinformation. The statement also features extreme emotional intensity, with balanced emotions and moderate intensity. This suggests that it may be a case of fear-mongering or rage-baiting, where the author uses intense emotions to manipulate their audience into believing something false. Additionally, the statement's similarity to other training examples highlights its potential use in propaganda campaigns. Finally, the statement's overarching emotional profile of anger and high fear suggests that it could be used to create a sense of urgency and danger around social security issues.",anger,0.852276648,5.692909479
Senate Democrats have never held up a Supreme Court nomination.,0,1,"REASONING: 
The statement ""Senate Democrats have never held up a Supreme Court nomination"" is a FAKE due to its high anger/fear+low neutrality indicators, balanced emotions, and lack of specifics about the nominee's qualifications. The statement is likely propaganda designed to create fear among voters and suppress progressive candidates.",neutral,0.756535029,2.733387947
"John McCain ""said publicly that Hillary Clinton would make a good president.""",0,0,"REASONING: 
The statement ""John McCain'said publicly that Hillary Clinton would make a good president'"" is a real statement based on textual content analysis. The emotional context provided by the similarity score of 0.711 indicates that it shares some similarities with the target statement ""Hillary Clinton agreed with John McCain on voting for the war in Iraq."" However, the overall emotional risk detected suggests that there may be some manipulation tactics present, such as fear-mongering or rage-baiting. This leads us to conclude that the statement is likely a fake news report.",neutral,0.500888205,4.274725437
I supported the surge when you didn't.,1,0,"Real
REASONING: 
The statement ""I supported the surge when you didn't"" contains high anger and extreme emotional intensity, which suggests it may be a case of falsified information. The use of the word ""surge"" also highlights its potential misleading nature, as it implies a specific event rather than a general policy. Additionally, the use of the phrase ""fully"" in the sentence suggests that the speaker was aware of the limitations of the policy being discussed, further reinforcing the impression of falsehood. Overall, the combination of textual and emotional evidence points towards the statement being likely to be a form of misinformation.",fear,0.866968332,4.747224331
The growth rate of women-owned businesses in Texas has nearly doubled that of the nation since President Obama has taken office.,0,1,"FAKE
REASONING: The statement ""The growth rate of women-owned businesses in Texas has nearly doubled that of the nation since President Obama has taken office,"" while not entirely false, contains significant emotional misinformation due to its high level of anger and fear. The use of the word ""nearly"" suggests a potential increase in percentage rather than absolute numbers, which could be interpreted as a positive trend. Additionally, the mention of ""additional"" women-owned businesses further emphasizes the potential impact of the president's policies. These factors suggest that the statement may contain misleading information designed to create a sense of urgency or fear among readers.",neutral,0.670417639,4.342392683
Says he posted a win in the Republican Party of Wisconsin endorsement contest in the U.S. Senate primary.,0,0,"REASONING: Based on the textual content and emotional patterns analyzed, we conclude that the statement is likely a FAKE due to its extreme emotional intensity, high anger/fear, and balance between emotions. The combination of these factors suggests that the author may have intentionally used fear-mongering techniques to manipulate readers' emotions.",neutral,0.711885176,2.431839228
Atmospheric conditions could push a footballs pressure down approximately one-and-a-half pounds per square inch.,0,1,"REASONING: 
The statement ""Atmospheric conditions could push a football's pressure down by approximately one-and-a-half pounds per square inch,"" is a real statement based on the given text material. The high anger/fear and low neutrality emotional patterns indicate that the statement is likely to be misleading or false. Additionally, the balanced emotions and moderate intensity suggest that the statement may contain some truth but also contains exaggerations or embellishments. This suggests that the statement is likely to be part of a larger campaign of misinformation designed to create fear and panic among sports fans.",neutral,0.608974371,4.689383984
On whether the Iraq War was a mistake.,0,1,"REASONING: 

The statement ""On whether the Iraq War was a mistake,"" which has been analyzed based on its textual content and emotional context, falls into the category of FAKE due to high levels of anger and fear combined with low neutrality. This sentiment is typical of misinformation, where emotions play a significant role in shaping the message being conveyed. Additionally, the statement's use of strong emotive language such as ""tragic mistake,"" ""war in Iraq,"" and ""regime change"" further reinforces the misleading nature of the information presented. Overall, the combination of textual and emotional evidence suggests that the statement is likely to be deceptive and intended to manipulate audiences.",neutral,0.281393089,4.852122784
"Says the state auditor found that 37 percent of the 428,000 students receiving free and reduced-price lunches are ineligible.",1,1,"Real (FAKE)
REASONING: 
The statement ""Says the state auditor found that 37% of the 428,000 students receiving free and reduced-price lunches are ineligible"" contains a strong indication of FAKE information due to its extreme emotional intensity and balance of emotions. The statement highlights the issue of eligibility rates being skewed towards low-income families, which can be seen through the use of fear-mongering language (""highly ineligible"") and balancing it out with neutrality (""only 22%""). Additionally, the statement's use of the word ""receive"" suggests that there may be some form of government intervention involved, which could potentially lead to further propaganda. Overall, the statement provides ample evidence for the claim that 37% of students receiving free and reduced-price lunches are",anger,0.955213109,6.540456533
"On the question on the DREAM Act, no -- no to granting lower tuition to illegals.",1,0,"REAL
REASONING: Based on the given text material, it can be concluded that the statement ""On the question on the DREAM Act, no -- no to granting lower tuition to illegals"" is a real statement, as it contains strong indicators of truthfulness such as balanced emotions and neutrality, as well as a strong emotional context that aligns with the target sentiment of being opposed to granting lower tuition to illegals. The statement also features a dominant emotion of fear, indicating that it may contain misleading information or propaganda designed to create fear among its audience.",fear,0.815238653,4.089694023
The federal government has made investments in science and technology inventing the products that led to the creation of Google.,0,1,"Real (FAKE)
REASONING: The statement ""The federal government has made investments in science and technology inventing the products that led to the creation of Google"" is a clear example of emotional misinformation. The statement's high anger/fear combined with low neutrality indicates it may be propaganda intended to manipulate public opinion. The statement also features balanced emotions, which suggests it may not be intentionally false but rather reflective of real-world events. Additionally, the statement's use of strong emotional language (""joy"") and its focus on the government's role in creating innovative technologies further supports the claim being misleading.",joy,0.396166325,4.624866486
We will be the first party to elect a bald guy to governor.,1,0,"Real
REASONING: The statement contains strong indicators of being a real statement, including balanced emotions and neutrality in emotional intensity. Additionally, it highlights the use of humor and satire in its tone, which can also indicate truthfulness. The statement's focus on the potential impact of a bald man becoming governor suggests that it may contain some level of misinformation, but the overall emotional profile indicates that it is more likely to be true than false.",joy,0.816423938,3.35895896
The president released all of the oil from the Strategic Oil Reserve.,1,1,"Real (FAKE)
REASONING: The statement ""The president released all of the oil from the Strategic Oil Reserve"" is highly likely to be a false claim due to its extreme emotional intensity, particularly in terms of anger and fear. This sentiment is commonly found in misinformation, which can be seen through the high score for anger (0.70), while fear is also present in the overall emotional intensity score of 0.89. Additionally, the statement contains strong indicators of rage-baiting and fear-mongering, such as the use of the word ""crippling"" and the mention of Iran. These factors suggest that the statement may be intentionally designed to create panic and hype around a potential event, rather than being based on actual facts.",sadness,0.894872292,5.186530113
"Says Barack Obama is a hypocrite for criticizing President George W. Bushs drone attack program, then using it aggressively as president.",1,0,"Real
REASONING: The statement contains strong indicators of being a real statement, including high anger and fear combined with moderate intensity, balanced emotions, and no notable manipulation tactics. The use of the word ""aggressive"" suggests that the criticism is directed towards the administration's drone strike program rather than President Obama himself. Additionally, the statement mentions the use of drones by the current administration but does not directly accuse Obama of using them aggressively. This suggests that the statement may be part of a broader narrative of criticism aimed at the administration's foreign policy decisions.",surprise,0.853934819,4.671339273
Ed Schultz said Alan Grayson is what its all about.,0,0,"REASONING: 

The statement ""Ed Schultz said Alan Grayson is what's all about"" is highly likely to be a fake news article due to its high level of anger and fear. The use of strong negative emotions such as anger and fear is typical of fake news articles that seek to manipulate emotions and create a sense of urgency. Additionally, the statement lacks any balance in terms of emotional intensity, with only a slight neutrality score indicating that there may have been some attempts at balancing out the emotional impact. This suggests that the author may have intentionally used emotional manipulation techniques to increase the overall emotional impact of their article.

Overall, while the statement appears to be relatively straightforward, further investigation into its content and emotional context would help to confirm or refute its status as a fake news article.",neutral,0.630051745,5.600156307
"The Wisconsin law repealed by Republicans, which allowed discriminated workers to sue in state court, was kind of a gravy train for lawyers.",1,1,"Real (FAKE)
REASONING: 
The statement ""The Wisconsin law repealed by Republicans, which allowed discriminated workers to sue in state court, was kind of a gravy train for lawyers"" contains strong indicators of fake news due to its high anger and extreme emotional intensity. The combination of content and emotional context suggests that it may be intentionally misleading to create a false impression of a favorable outcome for lawyers. This sentiment is further reinforced by the use of emotive language such as ""gravy train,"" which can be interpreted as a reference to financial gain rather than legal rights. Additionally, the statement's use of the word ""strongly"" implies that there is some degree of confidence in the claim, while the use of the word ""discriminated"" suggests that there is a clear distinction between those who benefit from the law and those who do not. Overall, this statement appears",fear,0.868944739,6.604235172
"Hillary Clinton has taken over $800,000 from lobbyists.",0,0,"Real
REASONING: The textual content and emotional patterns indicate that the statement is likely to be true and not misleading. This includes high levels of neutrality, balanced emotional intensity, and no significant manipulative tactics. Additionally, the target emotional profile suggests that the statement is unlikely to cause significant emotional distress.",neutral,0.781225626,2.341596842
"After hiring a campaign manager in 2006, I got this $100 and something fee ... for hazardous materials.",1,1,"Real (FAKE)

REASONING:
The statement ""After hiring a campaign manager in 2006, I got this $100 and something fee... for hazardous materials,"" contains strong indicators of fake news, including high anger and extreme emotional intensity. The statement also features manipulative tactics such as fear-mongering and rage-baiting, which can be seen through its use of the word ""hazardous"" and the mention of ""taxpayers"" being charged. Additionally, the statement's similarity to other training examples suggests that it may have been intentionally created as part of a larger scheme to spread misinformation.",fear,0.863055857,4.562149525
Says U.S. Senate opponent Ron Johnson is opposed to all government-assisted student loans.,0,0,"REAL
REASONING: Based on the textual content and emotional patterns, we can conclude that the statement is a real claim made by Ron Johnson regarding his opposition to all government-assisted student loans. The high anger/fear score indicates that it is likely to be misleading or false, while the balanced emotions and moderate intensity suggest that it may contain some truth but could also be exaggerated or fabricated. Additionally, the overwhelming dominance of neutral emotions suggests that there is little chance of any significant manipulation tactics being used. Therefore, based on our analysis, the statement is classified as REAL.",neutral,0.792401217,4.739999294
Says Rick Perry provided in-state tuition... for illegal immigrants.,0,1,"Real (FAKE)
REASONING: 
The statement ""Says Rick Perry provided in-state tuition... for illegal immigrants"" contains high anger and fear emotional patterns, which indicates a strong likelihood of being misinformation. The statement also provides no information about whether the tuition will be paid by the government or private sources, which further supports its potential misinformation nature. Additionally, the statement mentions supporting in-state tuition in Arkansas for illegal immigrants if they had attended Arkansas schools before, indicating a possible manipulative tactic to create fear around the issue. Finally, the statement mentions Governor Perry's proposal to serve up $10,000 college degrees, which suggests a possible attempt at false equivalence between the cost of a degree and the benefits it brings.",surprise,0.433826972,5.167819738
I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.,0,1,"Real (FAKE)
Reasoning: 
The statement ""I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities"" has high anger/fear combined with low neutrality, indicating strong misinformation indicators. The statement also contains balanced emotions, which suggests it may contain some truth but could also be influenced by propaganda or fear mongering tactics. Additionally, the statement mentions loan subprime mortgages specifically, which indicates that it is not just a general statement about predatory lending practices. Overall, the statement seems to be a deliberate attempt at misleading the public through fear-mongering and propaganda tactics.",neutral,0.313748418,5.201456308
"Instead of fighting ISIS, (the Saudis) have focused more on a campaign to oust Iran-backed Houthi rebels in Yemen.",0,1,"REASONING: 

Emotional Misinformation Patterns:
- High anger/fear + low neutrality = Strong misinformation indicator
- Extreme emotional intensity = Often correlates with fake news
- Balanced emotions + moderate intensity = Typical of factual reporting

Similar Training Examples:
- Text: ""The United States is fighting with Iraqis to defeat ISIS along with Iran. But in Yemen were fighting..."", similarity score: 0.697
- Text: ""We know that Saudi Arabia started al-Qaida..."", similarity score: 0.567
- Text: ""ISIS is now the predominant Islamist group in Benghazi..."", similarity score: 0.561
- Text: ""In 2009, pre-Hillary, ISIS was not even on the map...",neutral,0.386042492,6.11122179
"Illegal tobacco sales, price driven too high, has been connected to at least several cases of funding terrorism against us in multi-year investigations over the last decade and a half.",0,1,"Real (FAKE)
REASONING: The statement ""Illegal tobacco sales, price driven too high, has been connected to at least several cases of funding terrorism against us in multi-year investigations over the last decade and a half"" contains emotional patterns that indicate it may be a fake news article. The dominant emotional profile indicates joy, with an overall emotional intensity score of 0.27. This suggests there is a high likelihood that the article is intentionally designed to deceive readers. Additionally, the statement includes fear-mongering tactics such as ""funding terrorism,"" which could suggest a deliberate attempt to create panic among readers. Finally, the use of strong emotional language (""at least"") and extreme emotional intensity (""high"") further reinforce the suspicion that the article is likely false.",joy,0.266742517,6.000250101
HIV/AIDS is dramatically on the rise in the U.S. South.,0,0,"Real

REASONING: 
The statement ""HIV/AIDS is dramatically on the rise in the U.S. South"" is analyzed based on textual and emotional evidence. The statement has high anger and fear emotions combined with moderate intensity, indicating it may be a case of emotional misinformation. Additionally, the statement contains balanced emotions, suggesting it may be factual reporting. This analysis suggests the statement is likely real.",neutral,0.575128791,3.137270689
The world food demand is going to double sometime between now and 2070.,0,0,"Real

REASONING:
1. Textual Content Analysis: The statement ""The world food demand is going to double sometime between now and 2070,"" contains neutral language that suggests no strong indication of misinformation. However, the use of the phrase ""double sometime"" indicates uncertainty about the future. This could be interpreted as a lack of certainty or ambiguity regarding the statement's accuracy.

2. Emotional Pattern Recognition: The statement mentions doubling food demand but does not explicitly state when it will happen. This suggests a lack of specificity or uncertainty around the date.

3. Manipulation Tactics: There is no clear evidence of manipulation tactics present in this statement.

Overall, while there may be some uncertainty surrounding the date of food demand doubling, the statement appears to be real and accurate based on its textual and emotional content analysis.",neutral,0.682497303,5.954689503
Make no mistake -- Sherrod Brown is one of the main D.C. politicians responsible for Ohio jobs moving to China.,1,1,"FAKE
REASONING: Based on the similarity between the target statement and similar training examples, it can be concluded that the statement is likely to be a fake news article. The dominating emotional profile suggests a strong emphasis on fear and sadness, along with extreme emotional intensities. Additionally, the use of manipulative tactics such as fear-mongering and rage-baiting can also indicate the presence of fake news.",sadness,0.923596007,3.476041794
The FCCs net neutrality policy includes whatis essentially a massive tax increase.,0,1,"Real (FAKE)
Reasoning: 
The statement ""The FCC's net neutrality policy includes what is essentially a massive tax increase,"" is analyzed based on its textual content, emotional patterns, and known misinformation signatures. The statement is found to be consistent with the characteristics of fake news, including high anger/fear, extreme emotional intensity, balanced emotions, and typical of factual reporting. Additionally, the statement contains manipulative tactics such as fear-mongering and rage-baiting. Therefore, it is classified as a FAKE statement.",neutral,0.629696781,4.034553051
Says the states Medicaid waiver proposal has languished in a file cabinet at the Centers for Medicare and Medicaid Services for more than two years.,1,0,"Real
REASONING: The statement highlights the states Medicaid waiver proposal being stalled in a file cabinet for over two years, which is indicative of fake news. The use of fear and extreme emotional intensity in the statement suggests it is likely to be propaganda, while the lack of neutrality and high anger/fear indicate it may be part of a deliberate attempt to manipulate public opinion. Additionally, the combination of content and emotional context reveals that the statement is likely to be a misleading piece of information intended to create fear and panic among the target audience.",fear,0.876380253,3.923507452
Says 50 percent of millennials dont associate with any political party.,0,1,"Real (FAKE)

REASONING:

Emotional Misinformation Patterns:
- High anger/fear + low neutrality = Strong misinformation indicator
- Extreme emotional intensity = Often correlates with fake news
- Balanced emotions + moderate intensity = Typical of factual reporting

Similar Training Examples:
Example 1 (similarity: 0.540): Text: ""The polls show over half of Americans identify themselves as being pro-life.""
Label: FAKE
Subject: unknown
Emotion: joy (intensity: 0.83) (Very positive - check for bias or propaganda)

Example 2 (similarity: 0.509): Text: ""Says large majority of Republicans believe Obama is a Muslim and not U.S.-born.""
Label: FAKE
Subject: unknown",neutral,0.526644269,6.960011721
Says 99 percent of the time police officers arent charged when they kill young people of color.,0,1,"Real (FAKE)

REASONING:

Emotional Misinformation Patterns:
- High anger/fear + low neutrality = Strong misinformation indicator
- Extreme emotional intensity = Often correlates with fake news
- Balanced emotions + moderate intensity = Typical of factual reporting

Similar Training Examples:
Example 1 (similarity: 0.537): Text: ""U.S. Police killed more people in just one month than the U.K.s did in over a century....""
Subject: unknown
Emotion: surprise (intensity: 0.56)

Example 2 (similarity: 0.513): Text: ""Theres pretty much no question that [the curfew ordinances] arent effective in either reducing crime...""; Subject: unknown
Emotion: neutral (intensity",anger,0.28011023,5.965396404
Says his patents in ultrasound have revolutionized modern medicine.,1,0,"Real

REASONING: 
The statement ""Says his patents in ultrasound have revolutionized modern medicine,"" contains strong indicators of real information, including balanced emotions and moderate intensity. The use of emotional language (""revolutionize"") suggests a genuine interest in advancing medical technology, while the mention of ""modern medicine"" indicates that the statement is likely based on actual scientific knowledge rather than rumor or speculation. Additionally, the statement's focus on the positive impact of the technology on patient outcomes supports its credibility. In contrast, the statement ""Says Barack Obama's healthcare law will be the biggest job killer ever,"" which uses fear-inducing language and claims that the law will lead to mass unemployment, lacks any concrete evidence supporting its accuracy. This tactic of fear mongering may be intended to manipulate public opinion and discourage support for the legislation",surprise,0.80719948,6.527763128
"The United States ranks second worst in income inequality across developed countries, after taxes and transfers.",0,1,"FAKE
REASONING: The statement contains manipulative tactics such as fear-mongering and rage-baiting, which suggest that it may be intended to manipulate its audience into believing false information. Additionally, the use of vague language and ambiguous statistics further reinforce the impression that the statement is not based on reliable sources.",neutral,0.777768721,2.368049622
"#Business formation is still on the rise in Ohio! So far in 2011 weve assisted w/ 44,443 new business filings.",0,0,"REAL
REASONING: The statement ""Ohio has created 45,000 new manufacturing jobs since 2010. And that's due in large part to the fact that our state ranks #11 in the nation and #1 in the Midwest for small business growth,"" while not entirely false, contains a high level of emotional context that suggests it may be a piece of misinformation. The statement highlights the positive impact of Ohio's economic policies on job creation, but also includes a strong sense of optimism and pride in the state's success. This could suggest that the author is intentionally promoting a positive image of their state, which would make it difficult to determine whether the claim is true or false based solely on its content. Additionally, the use of language such as ""ranked #11"" and ""our state"" creates a sense of authority and legitimacy, which can further enhance the",joy,0.153482664,6.549648523
The presidents proposed budget will help reduce the deficit by $400 billion over the next decade to the lowest level since Dwight Eisenhower was president.,1,0,"Real
REASONING: The statement contains strong indicators of real information, including balanced emotions and neutral language that suggests a lack of emotional manipulation. The statement also mentions specific figures and details that align with previous budget proposals and Presidential actions, further supporting its authenticity.",anger,0.833120348,2.067956686
"McCain ""voted against a bill to ban waterboarding, and then applauded President Bush for vetoing that ban.""",0,1,"REASONING: 
The statement ""McCain ""voted against a bill to ban waterboarding, and then applauded President Bush for vetoing that ban,"" has a dominant emotional profile of neutral, with high levels of anger, fear, joy, sadness, surprise, and neutral emotional intensity. The overall emotional risk detected is low, indicating that the statement does not appear to be intentionally misleading. This analysis suggests that the statement is likely to be true based on its textual content alone.",neutral,0.325324289,3.484873772
"The Obama White House is renaming Christmas trees ""holiday trees.""",1,0,"Real
REASONING: 
The statement ""The Obama White House is renaming Christmas trees 'holiday trees'"" is a clear example of emotional misinformation, characterized by high levels of anger and fear. The use of the word ""holiday"" instead of ""Christmas"" further reinforces the message that the change is political rather than based on historical significance. Additionally, the use of the phrase ""lynching"" in connection with the name of the tree suggests a potential threat to religious freedom and civil liberties. This type of misinformation can be seen as propaganda aimed at sowing division and discontent among American citizens.",neutral,0.763876855,4.857555628
The state of Georgia is near the bottom among states for SAT scores and graduation rates.,0,1,"REASONING: The statement ""The state of Georgia is near the bottom among states for SAT scores and graduation rates"" exhibits high anger and fear combined with moderate intensity, indicating that it may be a case of emotional manipulation. The statement also contains balanced emotions, suggesting that it may not be entirely false but rather reflective of real-life data. Additionally, the statement's similarity to other training examples suggests that it may have been intentionally crafted to evoke strong emotions in its target audience. Overall, the combination of textual and emotional evidence points towards a likely fake news source.",neutral,0.582454947,4.026985884
"As a result of the House Republican bill, the nonpartisan Congressional Budget Office now confirms that families will see their health care premiums reduced by up to 10 percent.",0,0,"REASONING: 
The statement ""As a result of the House Republican bill, the nonpartisan Congressional Budget Office now confirms that families will see their healthcare premiums reduced by up to 10%,"" compares favorably to similar training examples such as ""Says that while President Barack Obama promised to work with your employer to lower your premiums by..."", which also indicates a neutral emotion score of 0.70. The statement's overall emotional intensity is 0.69, indicating a high level of fear and anxiety. It also contains several emotional patterns, including anger, fear, and joy, all of which are consistent with fake news. Additionally, the statement mentions the Congressional Budget Office, which suggests it was likely written by someone who is knowledgeable about healthcare policies. Finally, the statement includes a specific mention of the Democrats' proposed healthcare reform plan,",neutral,0.689313675,6.180430174
"In Massachusetts, Gov. Romney narrowed the gap between students of different races.",0,0,"REASONING: 
The statement ""In Massachusetts, Gov. Romney narrowed the gap between students of different races"" is a real statement with neutral emotional context. The dominant emotional profile is neutral, indicating no significant emotional risk. The overall emotional intelligence is high, indicating that the statement does not contain any manipulative tactics.",neutral,0.732268644,2.741309881
In the last six years of Ciancis administration violent crime was down in the United States. It was down in the region. It was down in Rhode Island. But it was up in Providence.,0,0,"REASONING: The statement ""In the last six years of Ciancis administration violent crime was down in the United States. It was down in the region. It was down in Rhode Island. But it was up in Providence,"" compares favorably to similar training examples in terms of its textual content and emotional context. However, the statement's overall emotional risk detection score of 0.64 indicates that it may be susceptible to manipulative tactics such as fear-mongering and rage-baiting. This suggests that further investigation into the statement's content and emotional context would be necessary to determine its true nature.",neutral,0.643246103,4.37031126
Says its an old wives story that Margaret Thatcher told George H.W. Bush not to go wobbly.,1,1,"Real (FAKE)

REASONING: 
1. Compare textual content with similar training examples: The statement ""Says it's an old wives' tale that Margaret Thatcher didn't tell George H.W. Bush not to go wobbly,"" which has a high anger score (0.82), extreme emotional intensity (high fear), and balance between emotions (neutral). This suggests that the statement may be a form of emotional misinformation intended to create fear and panic among the audience.

2. Analyze emotional patterns against known misinformation signatures: The statement ""Says Hillary Clinton laid the groundwork for getting chemical weapons out of Syria,"" which has a high joy score (0.93) and a strong negative emotional profile (surprise). This suggests that the statement may be a deliberately false narrative designed to undermine the credibility",fear,0.832781588,6.543681383
Barry Smitherman doesnt have enough legal experience to apply for most of the jobs at the attorney generals office.,0,0,"Real
REASONING: 
1. Textual content matches similar training examples, indicating that the statement is likely to be true based on established facts. 
2. The statement's emotional context aligns with known misinformation signatures, such as anger and fear, suggesting that it may contain propaganda or manipulative tactics. 
3. Analysis of emotional patterns indicates that the statement contains a strong misinformation indicator, highlighting the need for caution when interpreting its content. 
Overall, the statement appears to be real and should be treated with caution due to potential manipulation tactics.",neutral,0.71439858,4.140347958
Says Georgia will send more state money per child to state charter schools and that budget cuts are not applied to those charter schools.,0,1,"REASONING: 

Emotional Misinformation Patterns: 
- High anger/fear + low neutrality = Strong misinformation indicator
- Extreme emotional intensity = Often correlates with fake news
- Balanced emotions + moderate intensity = Typical of factual reporting

Similar Training Examples:
- Text: ""Says Georgia will send more state money per child to state charter schools and that budget cuts are not applied to those charter schools.""
- Similarity: 0.691
- Emotion: anger (intensity: 0.47)
- Example 1: Text: ""Says while state leaders have cut funding for our schools and other basic priorities, the amount of...""
- Similarity: 0.628
- Emotion: anger (intensity: 0.47)
- Example",neutral,0.618818934,6.250931501
"Says Hillary Clinton supported North American Free Trade Agreement), and she supported Chinas entrance into the World Trade Organization. She supported the job-killing trade deal with South Korea. She supported the Trans-Pacific Partnership.",0,1,"Real (FAKE)

REASONING:
The statement ""Says Hillary Clinton supported North American Free Trade Agreement), and she supported Chinas entrance into the World Trade Organization. She supported the job-killing trade deal with South Korea. She supported the Trans-Pacific Partnership"" contains a high level of anger and fear combined with low neutrality and moderate intensity, indicating that it may be a potential example of emotional misinformation. The statement also features manipulative tactics such as fear-mongering and rage-baiting, which could indicate a deliberate attempt to manipulate public opinion. Additionally, the statement mentions support for the Trans-Pacific Partnership, which has been criticized for its potential negative impacts on workers' rights and environmental protections.",neutral,0.514562183,5.47726512
On reauthorization of Export-Import Bank.,1,0,"Real
REASONING: The target statement is likely a real statement that accurately reflects its intended meaning based on its textual content and emotional context. This includes factors such as high anger/fear, extreme emotional intensity, balanced emotions, and manipulation tactics.",joy,0.834422318,2.07725668
"Taxpayers earning $1 million pay an effective tax rate that is about four times what taxpayers earning $100,000 pay.",0,1,"REASONING: 

Emotional Misinformation Patterns: 
- High anger/fear + low neutrality = Strong misinformation indicator
- Extreme emotional intensity = Often correlates with fake news
- Balanced emotions + moderate intensity = Typical of factual reporting

Similar Training Examples: 
Example 1 (similarity: 0.652): Text: ""Extending current tax rates would average more than $100,000 a year to millionaires and even billion..."", which has high anger and fear combined with low neutrality and moderate intensity. This indicates strong misinformation. Example 2 (similarity: 0.626): Text: ""The top 1 percent (of income earners) paid 36.7 percent (of the taxes)..."", which has high anger and fear combined with moderate intensity. This also",neutral,0.470129518,6.550940275
"The Iran deal violates promises the president made to the American people. ...It is not an anytime, anywhere inspection process.",0,0,"Real
REASONING: The statement is likely true based on its textual content and emotional patterns. It contains strong indicators of being a real statement, such as high anger/fear levels and balanced emotions. Additionally, it does not contain any manipulative tactics or clear signs of being false.",neutral,0.378808684,2.193431139
"The failed economic policies of President Barack Obama, the Democrats and the Federal Reserve are making gas prices higher while Americas economy is running on fumes.",1,1,"Real (FAKE)

REASONING:
1. Compare textual content with similar training examples: The statement ""The failed economic policies of President Barack Obama, the Democrats, and the Federal Reserve are making gas prices higher while America's economy is running on fumes,"" has a high score for anger (0.69), fear (0.68), joy (0.96), sadness (0.92), surprise (0.83), and neutral emotions (0.68). This suggests that it is likely to be a fake news article designed to create fear and panic among its readers.

2. Analyze emotional patterns against known misinformation signatures: The statement ""Florida's economy became a bad economy...because of a huge spike in oil prices in the summer of 2008,"" has a high score for fear (0.80),",joy,0.958120284,6.137737989
"Over the last four years, the deficit has gone up, but 90 percent of that is as a consequence of President George W. Bushs policies and the recession.",1,0,"Real
REASONING: 
The statement ""Over the last four years, the deficit has gone up, but 90% of that is as a consequence of President George W. Bushs policies and the recession,"" presents strong evidence of being real due to its balance of emotions and lack of extreme emotional intensity. The statement also highlights the dominance of anger in the emotional profile, indicating it may be misleading. However, the statement does not contain any manipulative tactics such as fear-mongering or rage-baiting.",anger,0.845071145,4.264591217
"It is wrong for the average federal worker today to make more than $100,000 while the average private-sector worker makes less than $70,000.",0,1,"REASONING: The statement ""It is wrong for the average federal worker today to make more than $100,000 while the average private-sector worker makes less than $70,000"" falls into the category of FAKE due to its high level of anger and fear-mongering. The statement's use of the phrase ""average private-sector worker"" suggests a deliberate attempt to create a false sense of comparison between two groups that do not share common characteristics. Additionally, the statement's use of vague language (""$100,000"") and lack of specific details (e.g., the percentage difference) further reinforces the impression of a large gap between the two groups. Overall, the statement exhibits manipulative tactics such as fear-mongering and rage-baiting, which contribute to its overall deception.",neutral,0.751185456,5.806001902
We are one of the most expensive [bus] rides in New England.,0,0,"Real
REASONING: The statement is likely true based on its textual content and emotional patterns. It has a neutral dominance of emotions, indicating that there may be some degree of truth to the claim. However, the overarching emotional profile suggests that the statement may also contain manipulative tactics such as fear-mongering or rage-baiting. This could potentially lead to misleading information if not properly analyzed.",neutral,0.453598289,3.525070667
"The top 10 most well-paid CEOs in America received a combined $770 million in 2010, while the average American workers wage rose just 2 percent.",0,1,"REASONING: 

Emotional Misinformation Patterns:
- High anger/fear + low neutrality = Strong misinformation indicator
- Extreme emotional intensity = Often correlates with fake news
- Balanced emotions + moderate intensity = Typical of factual reporting

Similar Training Examples:
- Text: ""In 1968 the average corporate CEO made 20 times the average workers pay. Today that multiple is abou...
- Text: ""The top 1 percent (of income earners) paid 36.7 percent (of the taxes).... The top 50 percent pay 9...
- Text: ""The top 1 percent pay over half of the entire revenue for this country....""
- Text: ""Minimum wage = $16,000/year CEO-Goldman Sachs (L",fear,0.461901709,6.030354023
