text,true_label,baseline_prediction,baseline_response,inference_time,subject,speaker
"Obamas secretary of energy, Dr. Steven Chu, has said publicly he wants us to pay European levels (for gasoline), and that would be $9 or $10 a gallon.",0,1,"REASONING: 

This statement is classified as FAKE due to its extreme claims without evidence, emotional manipulation, and lack of logical consistency. The claim that Obama's Secretary of Energy, Dr. Steven Chu, wants Europeans to pay ""European levels"" for gasoline is not supported by any reliable source. Instead, the claim implies that the US should follow Europe's lead in increasing fuel prices, which is not only irrational but also counterproductive to reducing greenhouse gas emissions. Additionally, the claim uses fear and anger to manipulate the audience, rather than providing rational arguments. Overall, this statement fails to meet our guidelines for misinformation detection.",4.434027671813965,unknown,unknown
Obama has (a) new Christmas tree tax.,1,1,"REASONING: The statement ""Obama has a new Christmas tree tax"" is not real because it lacks any evidence that supports its claim. The statement relies solely on emotional appeals such as fear and anger, which do not provide any basis for supporting the claim. Additionally, there is no mention of specific sources used to support the claim, making it difficult to determine whether the information presented is reliable. Therefore, we classify this statement as fake.

REASONING: To determine if the statement is true or false, we need to analyze the evidence provided by the source. According to the given material, Obama's administration has implemented a new tax on Christmas trees sold in the United States. However, there is no mention of how much the tax will cost consumers or what the funds will be used for. This lack of clarity makes it challenging to determine the truthfulness of the statement.

CONCLUSION:",7.019657135009766,unknown,unknown
Says he has supported George Bush more than I have Barack Obama.,1,0,"Real

REASONING:
The statement ""Says he has supported George Bush more than I have Barack Obama"" is a clear example of emotional manipulation that uses fear and anger to persuade readers. The claim implies that Trump supports George W. Bush's policies more than his own, which is not true. While Trump has been critical of some aspects of Bush's presidency, such as the Iraq War, he has also praised Bush for his leadership during Hurricane Katrina. Additionally, Trump has repeatedly criticized Obama's handling of foreign policy, including his handling of the Iran nuclear deal. Therefore, the statement is false and should be classified as fake.",4.433550834655762,unknown,unknown
The American slave trade caused 5 million deaths or more.,1,0,"REASONING: 

The statement ""The American slave trade caused 5 million deaths or more"" is a real claim that contains elements of both extreme claims without evidence and emotional manipulation. The source cited does not provide any evidence to support the claim, which makes it unlikely to be true. However, the sentiment behind the claim, namely that the American slave trade was responsible for the deaths of millions, may have been intended to evoke strong emotions and encourage people to take action against slavery. This could potentially lead to misinterpretation and misunderstanding of the actual number of deaths caused by the slave trade. In terms of logical consistency, the claim relies heavily on statistical data that has been debated and challenged by historians and scholars. While some estimates suggest that the total number of slaves transported across the Atlantic Ocean during the transatlantic slave trade may have exceeded 5 million, others argue",6.383880615234375,unknown,unknown
I never considered myself a maverick.,1,0,"REASONING: 
The statement ""I never considered myself a maverick"" is classified as FAKE due to its extreme claims without any evidence, emotional manipulation, lack of logical consistency, and poorly researched sources. The claim that one does not consider oneself a maverick suggests that the speaker believes they do not have a unique perspective or approach to their work or life. This sentiment is inconsistent with the idea of being a maverick, which implies a willingness to challenge traditional norms or take risks. Additionally, the statement's use of fear and anger to persuade the audience further undermines its credibility. Overall, while there may be some truth to the speaker's claim, it is unlikely to be true given the absence of supporting evidence and the speaker's apparent disregard for logic and reason.",5.395689487457275,unknown,unknown
Big soda has a lot of money.They make a lot of profit off their product and they market in neighborhoods that suffer from these very things that were trying to cure.,0,0,"Real

REASONING:
The statement ""Big soda has a lot of money. They make a lot of profit off their product and they market in neighborhoods that suffer from these very things that were trying to cure,"" is not only false but also emotionally manipulative. The claim implies that big soda companies have more financial resources than those who work to alleviate poverty and promote healthy living, which is not supported by the given text. Additionally, there is no evidence presented to support the idea that big soda companies target specific communities with their products. Therefore, we classify this statement as a fake.

Thank you for your feedback!",4.233169317245483,unknown,unknown
Alex Sink wants to cut Medicare.,1,0,"Real

REASONING:
The statement ""Alex Sink wants to cut Medicare"" is a clear example of extreme claims without evidence. The claim implies that Sink intends to eliminate Medicare, which is not supported by any reliable sources. The statement also contains emotional appeals such as fear and anger, which do not support its claims. Additionally, the statement uses sensationalism and stereotyping to create a negative image of Sink, which does not align with her stated goal of improving healthcare for seniors. Overall, the statement is misinformative and should be classified as fake.",4.288862705230713,unknown,unknown
Says Wisconsin Gov. Scott Walker doesnt make his calendar public -- hes on our dime and we dont know where he is.,0,1,"REASONING: 
The statement ""Says Wisconsin Gov. Scott Walker doesn't make his calendar public — he's on our dime and we don't know where he is,"" is a fake news article that uses emotional manipulation to persuade readers. The claim that Walker is not making his calendar public is false because he has been open about his schedule for months, including when he will be traveling around the country to campaign for presidential candidates. Additionally, the article fails to provide any evidence to support its claims, relying solely on anonymous sources and speculation. The article's logical inconsistencies also undermine its credibility, with some sections suggesting that Walker could have made his calendar public while others suggest otherwise. Overall, the article is a clear example of sensationalized and misinformed reporting.",5.1773927211761475,unknown,unknown
Says this House processed and approved as many bills as previous Legislatures.,1,1,"REASONING: 

The statement ""Says this House processed and approved as many bills as previous Legislatures"" is a real claim that accurately reflects the facts. The emotional manipulation used by the source is not significant enough to warrant a classification change from REAL to FAKE. The evidence quality of the sources cited is strong, with all being reliable and sufficiently supporting the claim. The logical consistency of the claim is also evident, as it makes sense given the facts presented. However, the statement could potentially be misleading if taken out of context, as it suggests that there were more bills passed than previously recorded. In response to your request for further information, we would like to provide you with our detailed analysis and reasoning.

FACTUAL ACCURACY:
The statement is true in its entirety, as it states that the House processed and approved as many bills as previous Legislatures. This is",6.344383716583252,unknown,unknown
99% of NJ voters do NOT support hunting.,1,1,"REASONING: 
The statement ""99% of NJ voters do NOT support hunting"" is a fake claim that uses emotional manipulation to persuade readers. The source cited does not provide any reliable evidence to back up the claim, and the language used is highly sensationalistic and exaggerated. While there may be some truth to the claim, it is unlikely to have widespread support among all NJ voters. In terms of logical consistency, the statement relies heavily on a single source with limited information and no supporting evidence. It also fails to consider alternative perspectives or counterarguments. Overall, this statement is likely to be misleading or taken out of context by readers who may not fully understand its implications.",4.701833963394165,unknown,unknown
The fact is 90-percent of Down Syndrome children were aborted in this country.,1,0,"REASONING: Based on the given statement, we can classify it as a FAKE due to its extreme claims without any evidence, emotional manipulation, and sensationalizing language that could lead people to believe that all Down Syndrome children were aborted. The statement also uses fear and anger to persuade readers, which is not supported by the available evidence. Additionally, the lack of sources and logical inconsistencies in the claim make it difficult to verify the truthfulness of the statement.",3.1938772201538086,unknown,unknown
Providences port is 200 miles closer to Europe than any other Eastern port.,1,1,"REASONING: The statement ""Providences port is 200 miles closer to Europe than any other Eastern port"" is a false claim that uses emotional manipulation to persuade readers. While there may be some truth to the claim that Providence's location is closer to Europe than other Eastern ports, the source material does not provide enough evidence to support such a claim. Additionally, the statement lacks logical consistency and could potentially mislead readers by suggesting that Providence is closer to Europe than it actually is. Overall, while the statement appears to be true at face value, its reliability cannot be guaranteed due to its lack of supporting evidence and potential for misinterpretation.",4.711976766586304,unknown,unknown
Rep. Peter Petrarca voted on two pieces of legislation that helped auto body shops ... and at that point I think there is a conflict of interest.,0,1,"REASONING: Based on our analysis, we find that the statement ""Rep. Peter Petrarca voted on two pieces of legislation that helped auto body shops... and at that point I think there is a conflict of interest"" is not only false but also misinforms readers by using emotional appeals and cherry-picking data. The claim implies that Rep. Petrarca was involved in voting for legislation that benefited auto body shops, which is not true. Instead, he was part of the process that led to the passage of these bills. Our analysis shows that the statement's logical inconsistencies and lack of supporting evidence undermine its truthfulness. We rate it as FAKE.",4.512832403182983,unknown,unknown
"The Confederate battle flag never flew over Texas, but... you might soon see it on our license plates.",0,1,"REASONING: The statement is a false claim that the Confederate battle flag has flown over Texas, despite there being no evidence to support such a claim. This statement uses emotional manipulation to persuade readers by appealing to their fears and anger about the flag's presence in Texas. While some sources cite the flag flying over the state capital, there is no evidence to support this claim. In terms of logical consistency, the statement relies heavily on cherry-picking statistics and ignores other factors that could have influenced the flag's presence in Texas. Overall, this statement is likely to mislead readers and should not be trusted.",4.66713547706604,unknown,unknown
"Gov. Scott Walker bought 80 new, brand-new vehicles for the state that we probably dont need.",1,0,"Real
REASONING:
The statement ""Gov. Scott Walker bought 80 new, brand-new vehicles for the state that we probably don't need"" is a clear example of emotional manipulation. The claim implies that Governor Walker has purchased expensive cars for his personal use when he could have used taxpayer funds to purchase more affordable vehicles for public transportation purposes. This claim uses fear and anger to persuade readers into believing that the governor is using taxpayers' money for personal gain rather than investing in public services. However, the evidence presented does not support this claim. While Governor Walker did receive a $1 million bonus from his employer, the Wisconsin Department of Transportation, which was used to fund the acquisition of these luxury vehicles, there is no indication that the governor used this money for personal expenses. Instead, it was intended to improve the state's transportation infrastructure. Therefore, the statement",5.800366401672363,unknown,unknown
"In Texas public schools, we spend an average of $12,000 per pupil per year.",1,1,"REASONING: 

The statement ""In Texas public schools, we spend an average of $12,000 per pupil per year"" is a real claim that accurately reflects the amount spent by Texas public schools on education. The emotional manipulation used in the statement is not significant because it does not appeal to prejudice or stereotyping. The evidence quality is high due to the sources being reliable and providing sufficient information. The logical consistency of the claims is evident since they make rational sense. However, there could be instances where the statement may be misleading or taken out of context. In such cases, we would need more information from the original source to determine if the claims are accurate or not. Overall, the statement is considered a true representation of the current state of education spending in Texas public schools.",5.716837406158447,unknown,unknown
"Except for Virginia, the other 49 states keep raising their gas tax.",1,1,"REASONING: 
The statement ""Except for Virginia, the other 49 states keep raising their gas tax"" is a false claim that falsely implies that all 50 US states except for Virginia have increased their gasoline taxes. The statement is based on a misinterpretation of the relevant statutory language, which does not apply to Virginia. While there may be some variation in how much each state charges for fuel, the federal government's Gas Tax Fund is used to fund transportation infrastructure projects across the country, regardless of whether any individual state chooses to participate. Therefore, the statement is categorized as FAKE due to its lack of logical consistency and emotional manipulation.",4.437161207199097,unknown,unknown
Says property insurance rates are going up because Rick Scott signed a bill preventing the state from regulating insurance.,1,0,"REASONING: Based on our analysis, we have determined that the statement is FAKE due to its extreme claims without evidence, emotional manipulation, and lack of logical consistency. The claim suggests that Governor Scott's signing of a bill that prohibits the state from regulating insurance premiums led to an increase in property insurance rates. While there may be some truth to this claim, the evidence presented does not support it. In fact, the passage states that ""property insurance rates are going up,"" which implies that the rate increases were already happening before the bill was passed. Additionally, the passage mentions that other insurance companies have also raised their rates since the bill went into effect, further supporting the idea that the legislation had no impact on insurance costs. Overall, while the statement may have been sensationalized for political purposes, it lacks any real basis in reality.",5.534920930862427,unknown,unknown
Proof of citizenship isnt necessary before you register to vote in Florida.,1,1,"REASONING: 

The statement ""Proof of citizenship isnt necessary before you register to vote in Florida"" is not factually accurate due to its lack of supporting evidence. The claim implies that obtaining a U.S. Citizenship is not required for voting in Florida, which is not true. While there may be some exceptions, such as military service members who have served in the state, obtaining a U.S. Citizen status does not automatically entitle one to vote in Florida. Instead, the statement relies on emotional appeals and sensationalized language to create a sense of urgency around the issue. This approach is likely intended to manipulate voters into taking action rather than inform them about the law. In terms of logical consistency, the statement fails to provide any clear reasoning behind why obtaining a U.S. Citizenship is not necessary for voting in Florida. It only states that proof of citizenship is",6.272180080413818,unknown,unknown
"Says that according to many reports and even our own data, the state of Texas spent more through Medicaid on orthodontia than all other states combined.",0,1,"REASONING: 
The statement ""Says that according to many reports and even our own data, the state of Texas spent more through Medicaid on orthodontia than all other states combined"" is a FAKE claim because it relies heavily on emotional appeals rather than providing any evidence to support its claims. The statement uses sensationalized language and exaggerates the amount spent by Texas compared to other states, which is not supported by reliable sources. Additionally, there is no logical consistency in how the claim makes sense, with some parts being vague or unclear. Overall, the statement is likely to mislead readers into believing something that is not true.",4.221299886703491,unknown,unknown
"The president won the youth vote 3 to1, but his numbers have dropped 20, 30 percent among the youth.",0,1,"REASONING: The statement is a fake claim that uses emotional manipulation to appeal to the youth's desire for change and excitement about the upcoming election. It does not provide any evidence to support its claims, which are exaggerated and lack logical consistency. The statement also contradicts established facts by stating that the president's youth vote percentage has decreased significantly from previous elections. Overall, this statement is misleading and should be avoided.",3.348926305770874,unknown,unknown
My debt to GDP was the lowest or one of the lowest of modern presidents. My taxes to GDP was the lowest and my spending to GDP was too.,0,0,"REASONING: 

The statement ""My debt to GDP was the lowest or one of the lowest of modern presidents. My taxes to GDP was the lowest and my spending to GDP was too"" is a clear example of emotional manipulation. The claim that President Trump's debt to GDP was lower than any other modern president is not supported by available data, which suggests that the author may have been influenced by political agendas rather than objective analysis. Additionally, the statement uses sensationalist language and appeals to prejudice to create a sense of urgency around the issue. While there is no direct evidence to support these claims, they do raise questions about the reliability of the source material and the overall validity of the statement. Overall, we rate this statement as FAKE due to its lack of supporting evidence and emotional manipulation.",5.494657039642334,unknown,unknown
We will not ask for a tax increase to run city government.,0,1,"REASONING: 

The statement ""We will not ask for a tax increase to run city government"" is true in its literal meaning. The statement does not contain any false information, but it may lack proper context and evidence. While the statement's emotional appeal is effective, it could also lead to confusion if the claim were to be interpreted incorrectly. In terms of logical consistency, the statement relies heavily on the assumption that raising taxes would result in increased funding for city services. However, there are no concrete examples provided to support this claim. Additionally, the statement lacks any supporting evidence, making it difficult to determine whether it is true or false. Overall, while the statement appears to be factual at face value, it may benefit from additional research and clarification to provide more reliable evidence.",5.194416522979736,unknown,unknown
"The most recent Associated Press poll has Nader-Gonzalez at 6 percent, without any national coverage, against McCain and Obama.",0,0,"Real

REASONING:
Based on the given statement, we can conclude that the claim is true because the latest Associated Press poll has Nader-Gonzalez at 6% without any national coverage, which is a significant number compared to other candidates running for president. The emotional manipulation used by the author is not evident, as they do not appeal to prejudice or stereotypes. The evidence quality is high, with reliable sources such as AP being cited. The logical consistency of the claims is also valid, as the author states that the poll shows Nader-Gonzalez's support at 6%, which is consistent with previous polls conducted by the same organization. However, there may be instances where the poll results have been skewed due to factors such as sample size or methodology. In these cases, it would be necessary to conduct additional research to verify the authenticity of the poll.",6.153015375137329,unknown,unknown
Says he opposed the presidents decision to go into Iraq in 2003.,1,0,"Real

REASONING:
The statement is true in its entirety, with no apparent flaws or inconsistencies that would suggest it was fabricated or altered for political gain. The author's opposition to President George W. Bush's decision to enter Iraq in 2003 is evident from their words and actions throughout his presidency. The author has consistently expressed their views on the matter, including during debates and interviews. Additionally, the author's public record shows a consistent pattern of opposing the war from the start, which further reinforces their position. Overall, the statement is a clear example of factual accuracy.

CONCLUSION:
Based on our analysis, we conclude that the statement ""Says he opposed the presidents decision to go into Iraq in 2003"" is a real statement, and the author's opposition to President George W. Bush's",6.10381293296814,unknown,unknown
Says Mitt Romney called the Arizona law a model for the nation.,1,1,"REASONING: The statement is considered FAKE due to its extreme claims without evidence, emotional manipulation, and lack of logical consistency. The claim that ""Arizona's immigration law was modeled after Mitt Romney's proposal,"" while technically true, does not provide any supporting evidence to support this claim. Additionally, the statement uses sensationalist language and appeals to prejudice by suggesting that Romney would have supported such a law if he were president. Overall, the statement presents a distorted version of reality and should be avoided.",3.707218885421753,unknown,unknown
"There are about 120,000 solar energy jobs in the United States, but only 1,700 of them are in Georgia.",0,0,"REASONING: 

The statement ""There are about 120,000 solar energy jobs in the United States, but only 1,700 of them are in Georgia"" is a clear example of emotional manipulation. The claim uses fear and anger to persuade readers, which can lead to skepticism and doubt regarding the validity of the numbers presented. However, the statement does not provide any supporting evidence or sources that could support its claims. Therefore, we classify it as a fake news article.

Regarding the reasoning section, the statement's logical inconsistencies and lack of evidence make it difficult to determine whether it is real or fake. For instance, the claim states that there are about 120,000 solar energy jobs in the US, yet the same source cites only 1,700 of these jobs being located in Georgia. This discrepancy raises questions",5.868524074554443,unknown,unknown
Congressman (Tom) Cotton is the only Arkansan in Congress -- Democrat or Republican -- to vote against disaster relief five times.,0,0,"Real
REASONING:
The statement ""Congressman Tom Cotton is the only Arkansan in Congress — Democrat or Republican — to vote against disaster relief five times"" is true and verifiable. The claim uses emotional manipulation by appealing to fear and anger, but it does not suggest that Cotton's votes were irrational or inconsistent with his stated beliefs. The evidence used is reliable and sufficient, including quotes from Cotton himself and other sources. This statement makes logical sense given the context of Cotton's voting record on disaster relief. It could potentially be misleading if the source material was taken out of context or presented in a different way than how it appears here. However, our analysis shows that the claim is accurate and should be considered as such.",5.437372922897339,unknown,unknown
The biggest job of the surgeon general is to translate health care and health care needs into plain English.,0,0,"REASONING: The statement ""The biggest job of the surgeon general is to translate health care and health care needs into plain English"" is a FAKE due to its extreme claims without evidence, emotional manipulation, and lack of logical consistency. It is likely to mislead readers by using fear and anger to persuade them rather than presenting clear and concise information about the role of the surgeon general in promoting public health. The statement's appeal to prejudice and stereotyping also undermines its credibility. Overall, the statement lacks clarity and transparency, making it difficult for readers to understand what it means and how it can benefit them.",4.337809801101685,unknown,unknown
Members of the public are being charged $50 to hear Gov. Scott Walker and a dozen members of his administration talk about jobs and the economy at Lambeau Field.,0,1,"REASONING: The statement is FAKE due to its extreme claims without evidence, emotional manipulation, lack of supporting evidence, and sensationalizing language that could lead readers to believe that they will receive free access to Governor Walker's speech. This claim also contradicts established facts by stating that the charges for attending the event range from $50 to $100. Additionally, the statement uses appeals to prejudice or stereotyping to promote the idea that only wealthy individuals can afford to attend such events. Overall, the statement lacks logical consistency and is likely to mislead readers who may not understand the context surrounding the charges.",4.530081510543823,unknown,unknown
The substitute budget now adds in tax breaks and tax deductions for those who buy these prisons.,0,1,"REASONING: Based on the given statement, we can conclude that it is a fake news article. The statement does not provide any factual information and instead relies heavily on emotional appeals and cherry-picking of statistics. It also fails to adhere to our guidelines for misinformation detection, which include extreme claims without evidence, sensationalism, and appeals to prejudice or stereotypes. Additionally, the source material used by the author is not reliable due to its lack of credibility and insufficient evidence. Overall, the statement is highly likely to be false and should be avoided.",4.120326042175293,unknown,unknown
"Ann Kuster turned a blind eye to those in need of funding by voting against funding for our nations veterans, low-income women and children, the FDA and the National Institutes of Health.",1,0,"Real
REASONING:
The statement is true in its entirety, with no apparent errors or omissions. The claim that Ann Kuster turned a blind eye to ""low-income women and children,"" ""FDA,"" and ""National Institutes of Health"" is supported by the given text material. The emotional manipulation used in the statement is not evident, as it does not appear to be intended to manipulate the reader's emotions. The evidence quality of the sources cited is high, with all reputable and reliable sources being included. The logical consistency of the claims is also validated, as they make sense when considered in their proper context. Overall, the statement is well-detailed, accurate, and free from any potential misinterpretation or manipulation.",5.2901060581207275,unknown,unknown
The Koch brothers are one of the biggest polluters in the country.,0,0,"REASONING: Based on the given statement, we can classify it as a FAKE due to its extreme claims without evidence, emotional manipulation, and sensationalist language that could lead to confusion or misunderstanding. The claim also contradicts established facts by stating that the Koch brothers are among the largest polluters in the United States. Additionally, the lack of supporting evidence makes it difficult to verify the claim's truthfulness. Overall, the statement is likely to appeal to prejudices rather than providing clear and logical reasoning for its claims.",3.995915651321411,unknown,unknown
Eighty out of 82 counties in Ohio ... have an auto manufacturing facility.,0,1,"REASONING: Based on the given statement, we can conclude that it is a FAKE claim since it uses emotional manipulation to appeal to people's fear and anger. The statement does not provide any reliable sources for its claims, making them highly suspect. Additionally, the lack of logical consistency and context makes it difficult to determine whether it is true or false. Overall, the statement is likely to mislead readers by creating a false impression about the state of automobile production in Ohio.",3.095771551132202,unknown,unknown
The American Academy of Pediatrics supports banning guns.,0,0,"Real

REASONING:
Based on the given statement, ""American Academy of Pediatrics supports banning guns,"" we can conclude that the claim is true. The statement accurately reflects the position of the American Academy of Pediatrics regarding gun control policies. The statement does not contain any emotional manipulation, as the source cited is a reputable organization with credibility. Additionally, the evidence provided by the statement is reliable and sufficient. The statement makes logical sense and follows a clear chain of reasoning. Lastly, the statement is not taken out of context and is presented in its entirety. Overall, this statement meets our criteria for being a real fact.",4.211580276489258,unknown,unknown
"There is great disparity, tremendous disparity, in the (capital) funding on a per-student basis between our traditional public schools and our charter public schools.",0,0,"Real

REASONING:
The statement ""there is great disparity, tremendous disparity, in the (capital) funding on a per-student basis between our traditional public schools and our charter public schools"" is true based on the given material. The statement uses factual information from reliable sources such as the U.S. Department of Education's National Center for Education Statistics and the National Alliance for Public Charter Schools to support its claim. Additionally, the statement makes logical sense by comparing the two types of education systems based on their funding levels. The statement does not contain emotional manipulation or appeals to prejudice or stereotypes. It also provides sufficient evidence through reputable sources to support its claims. Overall, the statement is accurate and well-supported.",5.554074287414551,unknown,unknown
Most military experts say there is anywhere between 25 and 30 members of al Qaeda in Afghanistan.,1,0,"REASONING: Based on our analysis, we have concluded that the statement ""Most military experts say there is anywhere between 25 and 30 members of al Qaeda in Afghanistan"" is a FAKE claim due to its extreme claims without evidence, emotional manipulation, and lack of logical consistency. The statement uses fear and anger to persuade readers rather than presenting reliable information. It also contradicts established facts by stating that there could potentially be more than 30 members of al Qaeda in Afghanistan. Additionally, the source cited for this claim lacks credibility and is not sufficiently verified. Overall, this statement is highly suspect and should be avoided when making decisions or forming opinions.",4.527017831802368,unknown,unknown
California has robust job growth that outpaces the rest of the nation.,0,0,"REASONING: 

The statement ""California has robust job growth that outpaces the rest of the nation"" is a real claim with factual accuracy. The source cited for this information is reliable and provides valid evidence. However, there may be instances where the sentiment behind the statement could be interpreted differently, such as if the author uses emotional appeals to persuade readers. In this case, we would classify it as a fake claim due to its lack of logical consistency and potential to mislead readers. We recommend checking the credibility and reliability of the source before making any decisions based on their claims.",4.1411662101745605,unknown,unknown
"The Atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years.",1,0,"Real

REASONING:
Based on the given statement, we can conclude that the claim ""Atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years"" is a real statement. The statement accurately states that the Atlanta streetcar project is expected to create 930 jobs during construction, which translates into 5,600 jobs over the next 20 years. This number is supported by reliable sources such as the Georgia Department of Transportation's website and the National Association of State Directors of Transportation Studies report. Additionally, the statement does not contain any emotional manipulation or appeal to prejudice, which indicates its reliability. Overall, the statement meets all the criteria for being considered a true fact.",5.587294578552246,unknown,unknown
"Says an array of statistics show that conditions in some parts of Baltimore rival that of the West Bank in Palestine, North Korea, and distressed cities in Nigeria, India, China and South Africa.",0,0,"Real

REASONING:
The statement ""Says an array of statistics show that conditions in some parts of Baltimore rival that of the West Bank in Palestine, North Korea, and distressed cities in Nigeria, India, China and South Africa"" is a clear example of emotional manipulation. The use of fear and anger in the claim creates a sense of urgency and desperation, which is not backed by any reliable sources. Additionally, the statement fails to provide any evidence to support its claims. Therefore, we classify it as a fake news article.

Thank you for your feedback. If you have any further questions or concerns, please do not hesitate to reach out to us.",4.416051864624023,unknown,unknown
"Nobody has been talking about it (Medicaid fraud), focused on it, or paying attention to it.",1,0,"Real

REASONING:
The statement ""Nobody has been talking about it (Medicaid fraud), focused on it, or paying attention to it"" is a clear example of emotional manipulation that uses fear and anger to persuade. The claim implies that there is no public discussion or concern about Medicaid fraud, which is not true given the widespread media coverage and government investigations into the issue. Additionally, the statement does not provide any evidence to support its claims, making it irrational and potentially misleading. In contrast, the statement ""Focused on it, or paying attention to it"" suggests that there is some level of awareness and interest among policymakers and stakeholders regarding Medicaid fraud. However, the lack of specific details and the absence of any supporting evidence further weaken the argument. Overall, while the statement may appear to be factual at first",6.326331853866577,unknown,unknown
Our race was the closest U.S. Senate race in Ohio in 36 years -- when Howard Metzenbaum defeated Robert Taft in 1976.,0,0,"REASONING: 

The statement ""Our race was the closest U.S. Senate race in Ohio in 36 years – when Howard Metzenbaum defeated Robert Taft in 1976"" is a real claim that accurately reflects the historical record. The statement uses factual accuracy to support its claim by citing reliable sources such as the New York Times and the Associated Press. Additionally, the emotional manipulation used is not excessive, as it does not suggest any form of fear or anger. The evidence quality of the sources cited is also satisfactory, with each source being credible and providing sufficient information for the reader to draw their own conclusions. Finally, the logical consistency of the claim is maintained throughout, as all elements work together to create a cohesive narrative. Overall, we believe this statement to be a true representation of historical events.",5.570130825042725,unknown,unknown
"Before President Obama acted in Libya in 2011, the American people were opposed to military action by 35 to 60. After he took action, they were in support of it 54 to 43.",0,0,"Real

REASONING:
The statement is true in its entirety, with no significant flaws or inconsistencies that would lead to a different classification. The claim accurately reflects the state of public opinion at the time President Obama initiated his military intervention in Libya, which was widely opposed but ultimately supported afterward. The emotional manipulation used in the statement is not evident, and the evidence quality is strong enough for us to conclude that the claims are factual. The logical consistency of the statement is also valid, as it makes sense given the historical context of the situation. However, we note that the statement could potentially be misleading if presented out of context or interpreted differently than intended. We recommend that readers consider the full context before drawing any conclusions from the statement.",5.373225927352905,unknown,unknown
"Obama voted to raise taxes on people making just $42,000.",1,1,"REASONING: The statement is a FAKE due to its extreme claim without any evidence. It uses emotional manipulation to create a sense of urgency and fear among readers by stating that President Obama voted to raise taxes for those earning less than $42,000 per year. However, there is no evidence provided to support these claims. Instead, the statement relies on sensationalist language and appeals to prejudice or stereotypes. This type of misinformation dissemination is not only false but also damages the trust between individuals and institutions.",3.617318630218506,unknown,unknown
"While I was working on those streets watching those folks see their jobs shift overseas, you were a corporate lawyer sitting on the board at Wal-Mart.",0,0,"REASONING: Based on the given statement, we can conclude that it is a FAKE claim due to its extreme nature, lack of supporting evidence, emotional manipulation, and inconsistent logical consistency. The statement uses fear and anger to persuade readers, which is not supported by any reliable sources cited. Additionally, the statement makes no sense logically, as it does not follow a clear chain of reasoning. Therefore, we classify it as a FAKE claim.",2.946089744567871,unknown,unknown
"Proposed cuts in the House farm bill mean 2 million less people on food stamps, 210,000 children will not receive school lunches or breakfasts.",0,0,"Real
REASONING: 
The statement is true and verifiable. The proposed cuts in the House farm bill do indeed mean that 2 million fewer individuals will receive food assistance programs such as SNAP (Supplemental Nutrition Assistance Program), TANF (Temporary Assistance for Needy Families), and WIC (Women, Infants, and Children). This reduction in benefits is due to a provision included in the Senate version of the farm bill that would eliminate funding for these programs. While emotional manipulation may have been used to create a sense of urgency, the claim is supported by reliable sources and logical reasoning. The statement's context shows that the proposed cuts are intended to reduce government spending and improve economic conditions for low-income families.",5.448444366455078,unknown,unknown
The money the Clinton Foundation took from from foreign governments while Hillary Clinton was secretary of state is clearly illegal. The Constitution says you cant take this stuff.,1,0,"REASONING: 

Based on the given statement, ""The money the Clinton Foundation took from from foreign governments while Hillary Clinton was secretary of state is clearly illegal,"" we can classify it as a FAKE claim because it uses emotional manipulation to persuade rather than providing evidence for its validity. The statement makes no mention of any legal restrictions or guidelines that would prevent the foundation from accepting donations from foreign governments. Additionally, the lack of specific details about how these funds were used suggests that the claim may be speculative or unsubstantiated. Therefore, we conclude that the statement is a FAKE claim.",4.066020965576172,unknown,unknown
"As a result of National Rifle Association and other private-sector (safety-education) programs, fatal firearms accidents are at the lowest level in 100 years.",0,0,"REASONING: 
The statement ""As a result of National Rifle Association and other private-sector (safety-education) programs, fatal firearms accidents are at the lowest level in 100 years"" is classified as FAKE due to its extreme claims without evidence, emotional manipulation, and lack of logical consistency. The claim that these safety-education programs have led to a decrease in fatal firearm accidents is not supported by any reliable sources cited in the given material. Additionally, the statement's appeal to prejudice and stereotyping is evident through the use of phrases like ""private-sector"" and ""safety-education,"" which suggest a political agenda rather than scientific evidence. Overall, the statement fails to meet our guidelines for factual accuracy, evidence quality, logical consistency, and context.",6.220614194869995,unknown,unknown
Planned Parenthood has now (been) found to also illegally sell baby parts.,1,1,"REASONING: 
The statement ""Planned Parenthood has now (been) found to also illegally sell baby parts"" is a false claim that violates basic journalistic standards for accuracy and objectivity. The evidence presented does not support the claim, and the sources used do not meet the criteria for reliability and trustworthiness. While emotions may have been invoked by some, they were not enough to warrant a classification as true or false. Instead, we classified this statement as a fake news article that should be thoroughly investigated and debunked.",3.600522041320801,unknown,unknown
